Id,SalaryNormalized
14663196,31623.101241603177
14663197,26490.22742666398
20638788,34755.736932176565
23529949,28097.79728373039
23530231,39204.73462397907
25452606,23352.333853590062
27754996,37418.968206648875
30292879,32259.118332080034
32233421,39444.461137255086
32417995,12774.410048413518
34558783,21798.31793463199
36757414,28720.428504526808
37799823,27299.92095295848
38221774,12024.085755932769
38382572,27094.196405603794
39000184,45827.74479488619
42265407,32235.914638548682
42949681,6276.45943301294
43391464,27667.376097175107
43611718,35650.08866432653
43611886,31965.58781712126
45225671,58727.198949038226
45358437,11325.662333628537
45358799,16405.89849829978
46206762,65831.91581323324
46626511,33041.186544895
46626559,36462.60543196735
46626844,35256.35964461756
46626845,24862.15756874443
46626907,41805.94843154293
46626933,30534.06319571688
46626980,28132.308611272012
46627111,27763.3638716145
46627188,35944.146830179685
46627237,13330.315075457693
46627242,19212.01792127562
46627260,11335.07760054235
46627296,19664.831915616123
46627298,28128.06648324384
46627316,39016.74728178739
46627324,12403.992352994625
46627325,15329.221459445598
46627361,36996.523487397804
46627405,18224.931895450638
46627501,29708.157363854123
46627503,33743.99159791691
46627509,17258.161238397413
46627510,21632.559993456227
46627613,24946.704871346945
46627840,19791.363889487955
46627903,29694.96742282012
46627905,28610.789225559558
46627929,14957.885315734562
46627935,18070.76725795303
46627974,34877.106106729276
46627978,20309.22431587793
46627981,24960.42935383328
46627994,21659.17830651045
46628018,18776.043710107733
46628058,27858.578344195237
46628060,31745.156686938688
46628061,26551.08531010008
46628212,33747.03665800758
46628213,35899.938789854205
46628249,26512.076905318234
46628410,28979.272322602254
46628461,29101.012200855912
46628464,11188.201591009898
46628472,30829.67625429626
46628562,13796.778900434478
46628622,23904.95820774464
46628678,17115.83249587153
46628741,21743.66245901427
46628746,24737.234173575496
46628749,24737.234173575496
46628752,24737.234173575496
46628753,21743.66245901427
46628786,31289.637660175074
46628790,32019.511804236157
46628809,22914.30345156983
46628876,28821.84169232684
46628877,33656.37285956706
46629038,25614.49617309305
46629065,41722.90693324576
46629163,37924.63338087162
46629271,33123.29239322176
46629396,19497.79524969078
46629404,17862.00846987284
46629407,7719.433518738057
46629410,7719.433518738057
46629414,8621.569327593657
46629429,24111.727463836174
46629430,19853.47155787971
46629500,18806.769072235234
46629629,20255.832452111856
46629645,22818.88540392619
46629749,35222.278518690844
46629803,15158.524236379933
46629829,26307.267993085494
46629882,27338.962602609907
46630239,33246.579383588156
46630317,13244.662942561892
46630337,15260.035347850608
46630339,21594.29308378065
46630774,22674.78246579784
46631072,18148.477435682507
46631073,18148.477435682507
46631127,31574.688706951958
46631182,36746.589890121686
46631341,26950.086763936542
46631351,39465.27288496715
46631507,23252.576952396128
46631530,34546.19050919804
46631882,10034.874139200947
46632025,35051.91439520071
46632039,32387.19608022141
46632042,38583.41511181105
46632048,21640.601704738976
46632292,25753.89329309173
46632301,25377.718322760968
46632393,30951.9450404818
46632482,34831.49765421238
46632572,15810.137274791396
46632686,27755.212976263836
46632731,40660.77594860088
46632734,28143.70289177759
46632735,31241.60876678599
46632761,23871.685713702907
46632796,20450.442203410028
46633027,27291.333010954026
46633034,28919.51200693657
46633181,16109.606228520961
46633186,19265.098000195307
46633230,26662.79313973098
46633368,31510.283969253807
46633375,20497.846747439464
46633424,43959.909348022775
46633523,34663.01181410686
46633554,33278.05817589149
46633588,33190.261483963644
46633621,27130.964743153694
46633623,39768.664304306934
46633661,26456.559048066323
46633688,34165.85508745207
46633703,31942.339019823943
46633778,29180.372643863793
46633845,32178.685679095324
46633872,20401.63891963675
46633926,21410.828441002923
46633944,33755.6977373479
46634003,34875.73765159546
46634013,11554.321753169166
46634015,-70.55853256255068
46634047,41242.65524996071
46634065,6853.056004771046
46634306,45155.06486135516
46634354,20379.958745415817
46634357,27198.48160439318
46634422,32914.828531527935
46634428,68798.62362102373
46634450,23895.876105076986
46634547,21392.50170023724
46634622,14766.78362085861
46634627,43390.8004635995
46634743,31796.683324675603
46634780,23550.4127987596
46634808,40091.26167077849
46634913,30192.901544293996
46634927,28302.60207112804
46634970,23380.66011431002
46634973,37295.25737330581
46635114,32639.24108029289
46635130,41266.58712101511
46635245,25631.702700763293
46635251,26498.459894189724
46635276,38422.527894394036
46635322,33362.884158357294
46635359,25108.635526339684
46635382,-5600.3241425133965
46635471,33985.46808668614
46635529,36735.456239370964
46635578,30792.6985173683
46635605,37674.99453638011
46635629,24371.24968068367
46635697,28361.87723879159
46635743,22055.441123955963
46635755,15737.886491079571
46635768,31957.46655690048
46635770,37358.99495499885
46635841,24577.9020347016
46635857,39235.53277399691
46636018,19502.582343331414
46636062,29527.4991826678
46636102,45213.32165229472
46636133,46130.614742679
46636196,40788.22281052236
46636207,29035.006242043153
46636249,22356.789137418506
46636252,28446.036901083386
46636278,25690.155532952547
46636331,36741.90584697592
46636333,32234.874185678935
46636335,33805.00078448017
46636410,26518.191662895282
46636455,31744.804092499515
46636469,27190.310078285172
46636475,38070.94233994925
46636699,27312.389441289743
46636735,26057.62270530103
46636754,30353.77203444387
46636798,35303.31657204849
46636824,39107.38240302992
46636825,29509.377728186715
46636830,24274.457707413865
46636852,26768.469628928608
46636934,38404.68275349267
46636970,27310.38148368992
46637003,26001.22738367513
46637006,36479.517820667534
46637019,22303.30120779673
46637027,26200.81567284333
46637076,29284.03400067827
46637077,29245.998354478645
46637082,35606.11906624046
46637133,34192.874168852526
46637136,40382.53848906835
46637141,25039.119446678997
46637151,26444.807105367705
46637442,25231.960741999643
46637538,21134.303252293736
46637551,21579.062896219257
46637620,23805.167460026576
46637667,29270.50693906513
46637668,27594.886415689332
46637711,25383.234843086917
46637712,33519.38050994438
46849661,44088.73079372361
46852017,29371.503100295486
46852022,29563.38272355785
46852076,32629.23884430457
46852082,28559.16350380852
47089967,23664.137166963003
47089969,15872.76636612733
47089993,23708.195635096563
47090039,32680.280057007738
47090040,26742.209780105466
47090103,26629.836835331673
47090107,18724.102081839046
47090115,36579.315608824676
47679908,27381.501585088783
47724573,45094.8642669946
47835704,7811.754237766167
47920381,40415.71900537438
47920384,21510.144193832115
47920420,31252.634780835517
47920429,37052.975099067386
47920454,31219.225946241004
47920474,29206.895314047415
47920575,31682.366776349623
47920604,20322.73271234945
47989787,40644.736223052314
47990234,38402.78828479127
48219448,47893.93485074333
48271436,38865.92344087118
48271453,60767.53444065697
48271508,25126.957828736162
48271519,33795.24449924679
48271646,38214.632658028575
48271650,32320.781239461154
48271651,28762.770305701
48271669,29935.692877878602
48293775,49564.313554711815
48300390,31387.25087043323
48337520,17898.690629008728
48409595,18860.500827209577
48481443,31605.886207665964
48481456,27059.556192329062
48481518,22396.11079371935
48481520,36716.02606559281
48481533,36434.26542007932
48664548,25351.898219490395
48876504,34079.572320456384
49065430,37966.64750813101
49065507,34427.523106019435
49065523,-1130.8903066423663
49260142,24009.803784886735
49429408,30938.07539152607
49429423,30252.176291284053
49429476,49267.58516439962
49527211,17540.678307464572
49689043,23896.397461507582
49689064,25403.02285363979
49903472,38571.81512356401
49903564,22003.403756529857
49903570,36214.55120067217
49903583,43246.04610928941
49927541,33328.26787758844
50124123,23681.758093908178
50255358,39828.83279503569
50255409,38674.26570370812
50255457,26363.081074636513
50255539,29228.194371653954
50255548,12234.105782098235
50595131,39347.777658651365
50738105,20922.274239714756
50738326,23819.602026062603
50738344,17019.61945557723
50738386,27245.07617839616
50738392,11542.070274394384
50881816,29331.672078590225
50881843,42646.43065560161
50881854,34298.46154929864
50882000,46025.64192457513
50882002,26159.816338920595
50882006,29737.662828984467
50882066,30486.06982554774
50882076,28513.239666830672
50882086,32431.777013764855
50882130,13674.089992172892
51059638,21378.493048953686
51061201,26447.760000489445
51061218,25949.96111610379
51061233,24015.034597454513
51125231,34960.109733570396
51285866,18820.297933843183
51285901,25183.226637249343
51285910,26416.31106058635
51285924,31992.93813594456
51289488,15863.876316596587
51294422,34570.22076304445
51590518,9267.313438921927
51593387,37348.323633518085
51593402,36185.5193622123
51759096,17024.523712607173
52015829,52339.22749674997
52015851,51382.41323059687
52021869,14478.03913958638
52094437,24439.995786022704
52257837,31389.72817756173
52269369,25374.918906556344
52269711,20628.715073015468
52269733,28513.239666830672
52454422,19741.615342984605
52488973,23012.210305983714
52488985,45369.71614916119
52777306,19672.671179484787
52784719,29641.48683853748
52784757,39762.73887061522
52942632,33266.473840924824
52993030,53364.463446574024
53030219,24529.987795749712
53074149,40117.72156187151
53245098,31775.670191258752
53254103,28312.39158890225
53268678,12468.123337633191
53268761,42629.01409024248
53268775,31348.75752832224
53268786,32556.960238641223
53268818,32891.180328060174
53268971,33597.775451965215
53268987,27625.441841299526
53444496,22213.20950792553
53602160,44610.79420465926
53633132,47626.0600728239
53636956,44383.10798776451
53652065,24314.802176620746
53834403,44566.49697121962
53863720,21611.547278395985
53863767,22654.672831498952
53863789,26833.7533092184
54074529,23028.50320286008
54184418,35466.86290646553
54293888,38295.83935134597
54293937,33147.278804470945
54293939,24957.00110827235
54293992,39406.646045528076
54431896,14670.624489653386
54455120,30729.40639387219
54486327,27383.18479455412
54486559,38382.24931954664
54486598,29235.484737127474
54486626,31871.295885207823
54609105,50591.20476153125
54681541,34888.660364989366
54711380,30304.808012533544
54711392,26852.502774705194
54711396,31206.36828271064
54711467,25954.183265323372
54792623,36691.826519579234
54900518,32710.277219903437
54951664,16292.882106402612
55278119,32063.475349505192
55278155,28359.74876885878
55400251,32963.3929168219
55400265,25951.898206072
55400377,13969.576467087049
55400380,17134.134225742095
55400384,13927.571024890807
55400419,7156.426124738169
55400425,9489.936416592776
55407963,29300.552373274284
55407970,45538.776440821595
55408086,35570.088037432775
55408128,28380.520394727373
55408230,40273.565887105215
55408417,24150.87269326733
55408439,39616.74181530592
55408484,48836.79964755499
55408491,54614.841279421016
55408732,67349.0670478339
55408733,46536.34204884207
55408771,37118.75547181154
55408831,47048.24722933653
55408846,42495.366081075954
55408956,35948.642730748354
55408961,34669.34436835509
55409126,44814.57378880947
55409128,40304.502897315164
55409131,21892.158052890427
55409141,49980.001684493094
55409178,39953.76277663588
55409256,40443.81097526309
55409302,42524.122410413474
55409349,50270.13568073666
55409440,34555.46445327916
55409561,50881.47585920791
55409653,68276.93980020637
55409661,51206.83244492962
55409710,46196.81339043631
55409728,40901.884805198824
55409747,49291.32410880718
55409869,33625.87331553106
55409970,37067.62534858131
55409979,44397.00528823774
55409997,39793.89598833188
55410105,35763.35978786473
55410122,47865.716522390736
55410173,34801.51339275373
55410214,38227.89715485381
55414692,41420.76654007236
55414956,40779.0557935355
55419914,24399.175851169584
55597727,25536.582810597578
55598137,32587.976911110185
55720803,20932.986135784085
55720822,30554.249570606782
55720908,29132.221471587087
56009149,16565.603564175304
56010404,19872.21734986709
56010452,9395.124865991122
56010535,30744.03017627007
56010543,29057.273629444877
56010544,32119.65821845703
56010569,27607.997159919196
56010592,34916.694855673624
56010606,27087.921890513782
56209762,29344.639667264346
56209781,21458.296553367574
56209784,34972.03723324414
56209807,23824.10434653866
56209824,22687.301131345666
56209848,28695.62939566447
56209890,29071.05139483537
56209906,25197.19481034871
56222437,22016.026303693157
56281922,45298.86422186895
56281955,40815.184972702715
56281958,57355.66909766939
56286033,32298.871778183428
56292365,24573.002763354918
56292472,45566.63711117405
56292554,39112.84167811897
56292642,24032.92411850058
56292657,33040.598506118586
56292660,36469.47601791634
56292662,34236.32625290237
56292956,45782.23364283709
56292962,25435.164630867024
56293446,29598.335550153475
56293617,30911.518198639176
56293740,46368.55624043056
56293804,38881.89857223784
56293959,33522.674626352404
56294217,32912.91061121882
56294487,36310.11245482488
56362737,20009.788372422445
56365710,21978.941633138445
56365939,28088.020897513015
56366135,26018.960079322904
56366180,34588.20163020981
56366184,43843.85364656572
56366186,35117.88665538108
56366679,30825.619987918024
56599778,19807.952840110636
56883020,26229.050560911397
56883039,20804.57408470498
56883181,30316.07708180213
56883211,31971.13101767059
56946361,18723.360228357495
57033760,24849.654540844487
57034007,51831.268863603844
57039538,24091.59264079562
57111481,33124.55429400897
57111483,39452.38370558897
57111514,33664.55571992294
57111515,28447.21643145099
57111523,34474.8046855342
57111573,35547.32717719576
57111641,27131.819970755496
57315957,26788.249047384375
57315981,36714.74253462084
57316008,29142.21415463943
57372891,23464.93204141112
57400330,33993.675656732965
57443052,29903.081268725608
57457276,36430.899771739634
57470314,52921.7868878938
57488458,26086.295253165707
57500095,35449.77338459784
57513935,35690.740183393355
57513939,28263.658752241925
57513975,30756.05719465346
57513982,11313.540445716115
57513983,12228.180895167809
57513992,35267.63005026684
57514002,26641.63497620394
57514008,33563.44813860796
57514030,27091.4969069766
57659471,26132.19435705378
57664884,25556.044371726868
57672672,33235.31523827325
57681486,36791.803719822085
57713410,26332.001903278793
57716229,36030.92260511138
57716236,28198.043179310414
57716262,31868.98180766474
57716270,27227.08511542149
57716318,41004.77689101994
57716321,29875.815700018647
57752163,31691.519775065375
57752307,45176.909280432315
57845951,27761.876327773207
57866758,37838.25249732072
57867347,46257.68261407567
57903503,36722.64420962475
58052840,45601.639826757106
58066993,22863.405769275
58082026,16372.479275057593
58244317,26917.077356467384
58244510,43242.98092036667
58373935,37083.155940339064
58420817,15141.479355398555
58448219,27174.97230601115
58476720,33401.426312522
58477815,14037.593751909579
58501674,40732.033884284174
58501777,42727.02772475514
58501812,39524.113653731314
58501848,23191.084695076715
58501880,26421.270638734553
58502032,35563.22851920776
58502077,23174.589225791045
58502082,34213.35829189396
58502120,27948.722775815026
58533500,37532.53551323713
58533528,39288.004042561086
58587929,30216.55003727616
58649388,26648.790373095693
58663108,21560.136339783847
58728136,23635.65628280806
58759043,38734.94421693338
58759123,37218.32964372554
58818984,77480.29922601016
58892233,36799.727028124405
58906624,31091.827177469626
58907156,33681.27436550708
58936609,27015.247231551733
58936919,33356.00686638127
58936958,46553.87650291777
58996098,24589.16081536664
58996111,30183.910237728895
58999058,16772.962826054332
59104070,38166.100535520025
59107148,6219.541224367364
59124468,30898.919453949522
59124763,31239.788243290353
59134899,39498.005592562455
59323279,56423.68175789127
59374636,32110.163742468292
59374640,35141.69032449747
59374642,29995.06177366097
59374717,34270.34798622096
59459341,36997.7848515058
59500062,34765.32744080808
59551715,35364.016262102836
59710486,23716.245955077276
59787475,47287.013129267776
59788312,33066.37333975233
59788326,27113.478637056483
59788348,37433.84421908933
59788385,32043.94271857312
59788403,51636.829489248354
59835311,27734.94952025519
59871989,28438.942387044244
59872736,31831.79447588255
59957199,38234.76484469121
59967492,35921.70796804514
59968095,27267.871635611657
59968148,23497.908911615083
60120174,41769.603021916846
60202868,30322.04086054911
60202879,23028.29265079431
60276128,38790.16073559448
60276290,52914.31401147427
60276292,40306.36454113626
60276311,43166.351959688094
60405070,19907.82021540084
60422458,35076.506304701514
